,Item Number,Monetary,Frequency,Recent_Date
4805,34359,3292718.81,22891,2020-09-30
4806,64866,18687940.11,96586,2020-09-30
4807,89388,674556.16,5587,2020-09-30
4808,89204,14921.8,375,2016-01-28
4809,902501,11549.76,99,2020-01-23
4810,88540,345346.64,3161,2020-09-30
4811,82820,466810.4,9186,2020-08-25
4812,41413,205526.22,3764,2020-09-30
4813,67273,186393.53,3299,2020-09-30
4814,15628,3823404.09,10917,2020-09-23
4815,27453,461335.06,8272,2020-09-30
4816,40326,69862.98,2486,2019-07-02
4817,3326,5793.66,91,2014-12-02
4818,40125,2322.32,91,2014-12-29
4819,988536,5662.8,23,2012-08-06
4820,35933,4464.72,81,2014-08-27
4821,922096,7342.5,25,2015-01-28
4822,927222,1776.24,24,2015-04-15
4823,904585,1020.36,7,2014-02-05
4824,911341,457.92,4,2014-11-10
4825,900861,202.5,2,2013-04-11
4826,77851,35457.49,215,2019-04-19
4827,928877,2296.32,10,2013-09-05
4828,27181,192895.88,1073,2020-09-30
4829,944497,661.08,4,2016-04-04
4830,902853,8917.2,10,2020-09-14
4831,964525,5404.8,23,2020-08-03
4832,965579,719.28,3,2016-04-28
4833,901880,509.76,3,2012-11-27
4834,73050,7237650.0,25779,2014-05-01
4835,43022,571327.14,16547,2020-09-30
4836,36967,779747.13,7615,2020-09-30
4837,29993,215391.15,5275,2020-09-29
4838,64336,719441.97,8270,2020-09-30
4839,43136,2610502.67,31057,2020-09-30
4840,20286,373982.81,6119,2020-09-30
4841,35039,241941.22,2352,2020-07-15
4842,30526,106142.35,3238,2020-02-28
4843,41116,162315.97,2328,2017-05-26
4844,33921,20187.06,350,2014-12-30
4845,46939,78915.8,528,2020-09-29
4846,58886,849870.57,8394,2020-08-24
4847,43023,11408.7,213,2013-03-28
4848,15606,217547.98,1438,2020-09-10
4849,40005,7699.66,458,2016-10-03
4850,64854,2638.35,30,2014-06-30
4851,39871,35431.56,621,2018-08-07
4852,904530,4012.8,22,2018-04-04
4853,915606,8060.35,27,2014-06-03
4854,14487,85789.95,1226,2020-09-30
4855,902586,1980.0,10,2019-08-02
4856,902781,696.96,6,2013-09-03
4857,903980,3725.28,22,2020-01-20
4858,947805,1048.32,3,2016-08-10
4859,901006,88.84,1,2012-04-27
4860,904584,607.68,3,2012-01-24
4861,902533,1620.0,10,2018-09-27
4862,3396,46347.42,404,2015-12-02
4863,54646,381009.62,7333,2020-09-30
4864,27479,1160267.73,5742,2020-09-30
4865,69654,45900.94,1825,2015-07-01
4866,76438,38085.97,335,2020-06-30
4867,36221,18587.18,331,2015-06-16
4868,10632,216359.38,4191,2020-09-30
4869,34962,33744.28,340,2013-11-25
4870,87401,34293.0,546,2020-09-30
4871,41474,14733.38,136,2015-04-09
4872,828,19270.35,508,2014-02-17
4873,74165,6326.25,135,2012-07-25
4874,40023,3470.95,139,2015-12-29
4875,917096,3240.0,21,2020-03-12
4876,43109,204477.82,2595,2020-09-30
4877,77877,2754.18,133,2014-12-30
4878,67600,1339.6,25,2012-12-12
4879,42213,3242.25,168,2013-09-16
4880,902608,2709.6,15,2019-07-09
4881,902243,45204.0,126,2020-09-11
4882,904541,3300.0,18,2015-03-16
4883,2381,18038.09,77,2016-08-08
4884,902425,3354.72,12,2016-10-17
4885,41506,1971.0,18,2016-01-06
4886,900596,835.2,6,2015-02-05
4887,39943,28570.24,389,2018-09-19
4888,73748,73083.81,1076,2020-09-30
4889,904130,933.86,5,2012-11-01
4890,983359,834.84,6,2014-12-17
4891,902540,3720.6,10,2013-11-07
4892,48164,1793640.34,6645,2020-09-30
4893,10627,4294110.67,29232,2020-09-30
4894,23827,1960564.1,18430,2020-09-30
4895,42214,51731.28,874,2015-07-01
4896,57174,586862.17,8444,2020-09-30
4897,41719,199588.85,3243,2014-12-04
4898,15856,645166.59,4313,2020-09-18
4899,34678,99698.13,1117,2019-01-29
4900,77400,7807.8,235,2013-12-30
4901,86626,39324.68,607,2018-04-30
4902,18116,192826.81,2094,2020-09-30
4903,14473,2818.56,124,2014-06-27
4904,59068,1877.85,51,2015-10-01
4905,904529,1800.0,7,2020-01-08
4906,922231,2686.68,8,2014-03-26
4907,77099,998.97,40,2015-09-08
4908,27289,154786.32,693,2020-09-16
4909,22244,212812.5,1044,2020-09-30
4910,914092,14392.32,17,2014-01-28
4911,903764,4542.87,61,2019-12-13
4912,904753,9450.0,36,2020-09-08
4913,59164,3045.0,47,2013-12-27
4914,40335,2439.7,43,2014-12-22
4915,3522,40014.0,26,2013-04-11
4916,902394,577.44,4,2013-10-16
4917,904532,1941.0,10,2014-10-02
4918,903819,930.06,4,2015-10-07
4919,985553,2187.0,8,2019-08-22
4920,902410,2907.0,17,2013-01-31
4921,43451,1350.0,8,2013-07-24
4922,901270,2864.32,6,2014-05-14
4923,10900,810.0,3,2013-06-13
4924,51182,759.0,10,2017-03-13
4925,23828,4614294.27,60889,2020-09-30
4926,41209,310310.61,3596,2020-09-28
4927,41696,718241.07,13902,2020-09-30
4928,17956,3465335.33,38670,2020-09-30
4929,35553,34471.58,307,2013-12-28
4930,42723,129742.49,2244,2018-03-29
4931,86681,77241.84,956,2015-12-30
4932,77363,74633.02,1084,2016-01-04
4933,903323,14458.31,73,2020-09-14
4934,18096,195757.9,2622,2020-09-30
4935,67509,26015.66,199,2014-06-24
4936,63543,25650.63,242,2014-09-15
4937,37984,2576.86,111,2015-03-30
4938,324,61598.34,183,2015-12-30
4939,72954,7236.0,80,2014-08-14
4940,903710,28655.16,125,2016-12-30
4941,65121,16550.73,226,2020-01-27
4942,903779,6318.0,18,2013-07-18
4943,693,83479.68,525,2018-09-05
4944,817,3546.45,24,2013-12-26
4945,904664,354.0,1,2012-02-13
4946,903499,2440.8,12,2015-10-28
4947,989519,157.5,1,2015-06-03
4948,46041,8499.32,85,2018-01-24
4949,903825,3334.32,12,2020-03-20
4950,35914,2491206.47,44283,2020-09-30
4951,4866,1756568.7,16992,2020-09-30
4952,56206,434070.69,10073,2020-09-30
4953,67266,663323.61,11385,2020-09-30
4954,44557,385176.16,5784,2020-09-30
4955,717,11581.32,88,2012-12-17
4956,40572,23988.05,296,2014-01-02
4957,10790,258096.0,4341,2020-09-30
4958,43116,169300.46,2989,2017-02-21
4959,89164,797449.14,3103,2020-09-10
4960,46430,21751.4,293,2015-12-16
4961,3403,101694.84,189,2015-03-25
4962,3685,39650.6,139,2015-01-16
4963,27636,51641.04,200,2018-12-28
4964,904811,5342.34,39,2020-01-24
4965,904638,1006.2,8,2015-06-26
4966,987085,9000.0,1,2015-10-29
4967,86751,6433.82,85,2016-07-25
4968,41956,807.76,24,2012-03-19
4969,901462,1660.68,12,2015-01-28
4970,903713,2170.5,11,2020-04-20
4971,934962,17435.1,27,2020-08-13
4972,905001,572.64,4,2016-05-04
4973,967220,142.56,1,2015-06-01
4974,989646,130136.76,9,2019-12-24
4975,15604,90698.08,1028,2020-09-29
4976,944257,115.56,1,2014-05-07
4977,917562,13545.0,31,2020-07-13
4978,10006,381736.06,8168,2020-09-30
4979,41796,747893.04,8971,2014-10-27
4980,34244,474903.5,5058,2020-09-30
4981,44499,620927.99,9211,2020-09-30
4982,1224,12609.75,139,2016-02-16
4983,35699,1227004.7,13406,2020-09-30
4984,52314,657898.23,13952,2020-09-30
4985,68842,63772.29,807,2020-07-31
4986,34886,213709.62,2131,2020-07-08
4987,872,9677.28,69,2014-08-29
4988,986675,5591.04,2,2015-06-08
4989,89155,10891.46,121,2016-10-31
4990,27028,8758.62,60,2014-03-20
4991,904573,15551.16,36,2018-11-21
4992,58879,40585.74,286,2018-08-29
4993,904764,5274.0,20,2018-01-10
4994,41508,3728.36,9,2012-09-24
4995,79516,47645.55,1457,2020-09-29
4996,43319,54618.0,736,2020-09-30
4997,902529,989.64,3,2014-02-17
4998,903321,3664.92,28,2018-12-13
4999,48105,13463281.84,69140,2020-09-30
5000,43066,163925.54,1990,2016-07-07
5001,72722,310275.17,7240,2020-09-30
5002,86884,2657025.98,43168,2020-09-30
5003,8827,1055613.21,13275,2020-09-30
5004,28625,2063977.76,12991,2020-09-30
5005,34747,2228995.1,8722,2020-09-30
5006,10818,1302356.18,7942,2018-11-09
5007,43388,724315.07,10043,2020-09-30
5008,27408,317564.25,8792,2020-09-30
5009,65191,173407.38,6873,2020-09-30
5010,64572,370609.88,3545,2020-09-29
5011,44568,17548.25,257,2015-09-30
5012,74760,603.75,52,2012-04-24
5013,73802,31316.64,566,2019-02-22
5014,37976,22349.76,261,2014-10-09
5015,40185,16647.75,293,2016-01-28
5016,900003,1853.16,19,2017-11-30
5017,67706,1177.68,9,2013-06-13
5018,41906,1467.13,44,2012-06-04
5019,28628,150609.42,507,2020-09-29
5020,903957,14620.44,56,2020-06-08
5021,901129,397.2,2,2012-03-26
5022,15862,6474.96,12,2013-07-18
5023,902848,5285.76,34,2017-01-23
5024,940661,1441.92,2,2015-09-14
5025,901066,673.74,9,2016-12-28
5026,901018,118.54,1,2012-04-27
5027,905204,1528.98,12,2017-07-07
5028,902840,7740.0,39,2020-05-26
5029,41840,175166.32,4337,2020-09-30
5030,87152,260156.45,2399,2020-09-28
5031,36971,2954427.66,18536,2020-09-30
5032,68611,304487.74,6442,2020-09-30
5033,64571,298800.0,3097,2020-09-30
5034,54436,242950.02,5831,2020-09-30
5035,6306,9400.0,68,2015-03-30
5036,82784,4094.28,227,2013-02-28
5037,77688,401879.56,5612,2020-09-30
5038,15660,104040.1,728,2018-01-03
5039,861,5666.4,40,2012-10-19
5040,35953,22082.82,398,2015-12-30
5041,69609,153420.6,5641,2020-09-30
5042,993880,3132.0,43,2015-02-19
5043,27535,246445.92,753,2018-01-08
5044,903501,23264.4,91,2013-11-07
5045,4854,6796.02,93,2018-12-19
5046,2677,8390.0,127,2012-06-20
5047,906065,1900.92,17,2020-05-26
5048,903374,1483.02,11,2014-06-19
5049,11371,217355.64,2413,2020-07-02
5050,936859,2913742.86,504,2020-09-30
5051,33682,1261.5,58,2014-10-14
5052,553,1537.5,23,2015-09-24
5053,89459,4494.0,4,2013-01-08
5054,35698,3029.4,128,2016-09-27
5055,77746,21033.06,524,2018-08-06
5056,904910,3272.4,8,2016-06-06
5057,903105,1238.4,7,2014-06-04
5058,905058,1188.36,11,2017-03-31
5059,902750,141.0,1,2012-02-21
5060,927707,20610.0,167,2020-09-30
5061,904794,27130.1,85,2017-01-25
5062,48696,53501.82,500,2020-09-30
5063,905080,1707.6,17,2018-01-15
5064,903476,435.96,4,2015-02-16
5065,901853,715.88,3,2014-06-03
5066,5004,67791.75,728,2020-02-13
5067,942137,4999.56,5,2012-12-18
5068,23826,1924833.67,36093,2020-09-30
5069,89577,5266316.25,9162,2020-09-30
5070,33282,22249.59,514,2014-06-30
5071,82600,150734.49,2486,2020-09-14
5072,31208,207172.68,3852,2020-09-30
5073,35315,763749.49,13523,2020-09-30
5074,35691,8387.36,83,2012-10-01
5075,73729,52648.49,637,2020-09-30
5076,43360,54996.48,2348,2019-02-28
5077,903790,16995.0,39,2014-09-18
5078,902043,5427.9,27,2016-01-14
5079,34873,659.12,16,2015-04-13
5080,904687,2798.16,14,2020-03-10
5081,935469,3585.6,8,2015-08-31
5082,902977,1814.52,18,2017-05-03
5083,916860,10935.0,35,2015-07-16
5084,82746,850.5,13,2013-08-29
5085,968848,1890.0,7,2020-01-29
5086,904692,6399.24,25,2019-04-30
5087,903203,8507.07,61,2020-07-20
5088,902261,2451.84,10,2012-09-13
5089,903391,882.9,5,2020-04-09
5090,943367,616.56,5,2015-06-24
5091,903929,3023.88,14,2013-11-07
5092,89665,78976.15,743,2020-09-30
5093,903219,1084.32,6,2015-04-15
5094,64136,3515248.88,25627,2020-09-30
5095,5086,143681.76,1236,2016-02-23
5096,63359,209783.14,2755,2019-01-31
5097,37417,1226650.86,12277,2020-09-30
5098,43050,808178.35,4746,2020-09-30
5099,77842,1256792.84,14710,2020-09-30
5100,5106,280506.09,4142,2020-09-29
5101,40957,59369.5,636,2014-10-29
5102,9078,65808.54,912,2015-06-18
5103,87938,522261.11,4222,2020-09-30
5104,42312,205697.12,3389,2018-08-29
5105,31167,99639.04,1439,2020-09-28
5106,37642,507787.79,3793,2020-09-30
5107,17090,357729.0,2644,2020-09-28
5108,74772,224751.91,1742,2020-09-16
5109,19235,394371.9,2823,2020-08-28
5110,2618,3628.56,79,2015-05-06
5111,37526,152538.78,1703,2020-08-03
5112,27318,67266.38,958,2020-09-14
5113,3277,4405.59,21,2015-04-01
5114,42189,1667.6,83,2015-12-28
5115,927221,1798.32,24,2015-09-24
5116,43992,5401.41,56,2015-12-28
5117,85806,1251.6,11,2013-05-23
5118,942542,840.0,4,2014-07-01
5119,72480,61912.5,567,2020-09-29
5120,947816,470.52,1,2012-12-05
5121,926886,114576.84,19,2017-09-27
5122,905061,241.74,6,2016-12-13
5123,34366,736228.97,9183,2020-09-30
5124,77395,73699.76,497,2012-05-10
5125,55246,196767.62,4943,2020-09-30
5126,901147,1312.2,15,2017-11-30
5127,87266,144360.0,958,2020-09-21
5128,75213,94680.0,2821,2020-09-30
5129,699,190392.24,549,2020-05-12
5130,901464,2204.28,7,2015-01-08
5131,3120,87354.0,274,2014-10-01
5132,903233,758.16,2,2013-05-07
5133,87646,404302.5,2522,2020-09-30
5134,34166,43457.97,195,2015-01-07
5135,77725,7815.52,94,2018-09-21
5136,33704,7669.61,88,2014-12-22
5137,40309,540.0,11,2014-10-30
5138,89184,7054.32,26,2013-04-30
5139,901041,1490.34,18,2018-01-15
5140,901244,909.0,1,2013-01-24
5141,89635,23758.28,614,2019-01-31
5142,903382,8384.04,10,2019-12-30
5143,952311,116.76,2,2012-10-30
5144,900314,816.9,4,2014-06-03
5145,942936,269.64,2,2012-02-29
5146,940576,755.52,4,2018-10-01
5147,904517,2286.96,10,2020-03-30
5148,901056,852.24,10,2017-11-30
5149,10784,1154106.28,2484,2020-09-25
5150,905010,228.12,2,2012-08-13
5151,900455,137.52,3,2014-01-16
5152,942779,11185.62,22,2020-08-10
5153,901086,72.64,1,2012-04-27
5154,935013,431.82,3,2015-10-12
5155,904448,67.14,1,2014-05-14
5156,27560,106098.72,661,2020-09-30
5157,905474,772.56,1,2013-01-03
5158,901208,173.25,3,2017-06-09
5159,902265,361.44,4,2014-09-17
5160,904972,246.0,1,2012-10-31
5161,903283,787.5,4,2012-09-26
5162,901021,631.8,3,2012-06-28
5163,27357,127822.5,26,2020-09-23
5164,88120,2242.92,15,2020-09-30
5165,902211,269.64,3,2013-02-13
5166,937982,178.8,1,2014-05-14
5167,901150,1177.2,2,2012-11-15
5168,905051,87.18,1,2012-04-27
5169,901335,825.72,3,2013-04-11
5170,956869,864.0,8,2013-06-27
5171,78008,116198.68,951,2020-06-29
5172,900294,330.0,2,2013-10-24
5173,4044,16503.54,141,2018-12-31
5174,995381,1912.5,3,2015-02-26
5175,26998,124875.0,674,2019-11-20
5176,902309,408.0,2,2015-10-15
5177,903530,4368.24,4,2013-10-24
5178,910980,161.16,1,2013-10-30
5179,903948,525.84,6,2017-12-21
5180,902813,2497.38,5,2018-07-23
5181,43320,297.0,4,2015-05-26
5182,900451,151.71,2,2018-02-09
5183,903263,747.36,3,2014-11-12
5184,935501,460.8,2,2013-12-23
5185,902370,2614.15,24,2018-12-17
5186,900649,154.44,4,2017-08-21
5187,14210,92942.71,1095,2020-09-30
5188,904763,503.76,2,2014-02-17
5189,15180,182802.36,908,2020-09-30
5190,900215,360.0,3,2012-11-15
5191,987086,9000.0,1,2015-10-26
5192,966223,175.56,1,2014-07-23
5193,941415,880.74,3,2018-05-30
5194,17836,510.84,3,2013-06-03
5195,64076,342.72,2,2013-06-11
5196,903765,4022.22,8,2013-10-16
5197,903638,1283.04,9,2020-08-25
5198,987154,674.91,1,2015-06-04
5199,901193,189.6,2,2013-07-22
5200,945421,680.4,6,2019-06-18
5201,904745,121.68,1,2012-05-02
5202,933205,122.16,1,2014-04-14
5203,980045,297.0,3,2014-04-16
5204,944489,944.4,8,2018-12-19
5205,964767,10023.6,5,2020-09-03
5206,956860,864.0,8,2013-06-27
5207,41225,97.44,1,2012-05-15
5208,901245,340.5,1,2013-01-24
5209,941550,153.12,2,2015-05-06
5210,989210,10190.88,19,2020-09-21
5211,933832,118.08,1,2013-10-02
5212,901553,72.18,1,2014-02-04
5213,964761,359.44,2,2014-09-24
5214,941836,35511.84,61,2020-09-17
5215,902799,286.56,2,2014-02-17
5216,904676,982.8,3,2019-08-19
5217,905318,202.26,1,2013-10-07
5218,934968,1076.4,6,2016-05-23
5219,42064,97.44,1,2012-05-15
5220,902542,86.64,1,2012-05-15
5221,902282,3600.0,12,2018-08-29
5222,903806,997.56,5,2015-02-12
5223,904793,88.92,1,2013-11-18
5224,904807,913.44,6,2013-11-13
5225,80332,1949.08,46,2019-01-16
5226,965986,3840.0,10,2019-11-20
5227,77246,59.88,1,2012-03-22
5228,88833,124899.0,835,2020-09-17
5229,904919,225.0,4,2012-06-19
5230,927092,697.5,1,2012-03-28
5231,938200,862.8,3,2015-10-28
5232,958814,148.32,2,2016-10-11
5233,977824,211.56,2,2019-10-22
5234,902322,14274.99,4,2014-05-15
5235,904735,254.52,1,2013-01-24
5236,28081,75416.25,1199,2020-09-30
5237,946708,243.36,2,2013-02-12
5238,52199,294150.0,3944,2020-09-21
5239,977867,308.88,3,2015-09-21
5240,2642,1038.96,2,2012-02-22
5241,933883,118.08,1,2013-10-02
5242,900297,189.6,1,2014-10-02
5243,901722,895.2,2,2015-06-10
5244,980506,5938.56,1,2015-05-19
5245,49374,33877.48,308,2020-01-27
5246,965803,694.8,5,2020-04-27
5247,937638,471.36,1,2015-04-07
5248,989475,99.18,1,2012-03-06
5249,935466,1067.04,7,2018-03-30
5250,27171,94830.0,549,2020-09-29
5251,64121,77939.4,684,2020-09-29
5252,901450,750.72,1,2014-05-01
5253,900450,299.85,5,2016-10-20
5254,43442,138726.0,1291,2019-01-28
5255,36604,20007.18,811,2019-05-07
5256,902206,261.0,3,2013-02-07
5257,43633,21922.69,284,2020-08-03
5258,902445,310.86,3,2013-03-27
5259,987875,325.2,5,2017-07-07
5260,903210,217.2,2,2012-08-20
5261,67534,53345.96,401,2020-09-29
5262,34082,179.76,1,2012-10-23
5263,19015,321.12,2,2013-04-24
5264,902260,180.18,2,2016-07-21
5265,901636,2581.44,6,2020-05-11
5266,928096,562.2,4,2017-03-22
5267,977246,167.76,2,2014-08-05
5268,16536,138.36,1,2012-08-23
5269,22215,2055879.42,4677,2020-09-29
5270,69711,112532.37,1555,2020-09-30
5271,980511,19795.2,2,2015-05-26
5272,903236,78.84,1,2012-02-09
5273,47788,58893.64,223,2020-09-25
5274,904769,3048.0,19,2020-08-27
5275,35501,911.28,4,2013-08-14
5276,34687,91.85,2,2012-01-04
5277,901258,942.12,4,2013-07-22
5278,943424,601.2,3,2015-11-16
5279,980504,180.6,2,2015-07-06
5280,901851,8665.68,21,2020-09-15
5281,933642,84.6,1,2014-07-09
5282,987641,558.18,1,2015-06-23
5283,903811,3201.12,7,2016-01-15
5284,977121,120.0,1,2014-08-27
5285,987416,594.0,2,2019-09-03
5286,964741,1165.92,3,2015-04-16
5287,43131,321.9,4,2012-12-24
5288,977531,514.8,3,2017-05-15
5289,18362,1166.22,2,2012-10-02
5290,903038,115.08,1,2013-03-18
5291,73751,4135.5,151,2019-11-19
5292,989469,96.06,1,2014-12-01
5293,988017,96.06,1,2014-12-01
5294,904809,257.4,1,2012-01-12
5295,902612,589.5,2,2013-04-22
5296,902879,540.0,4,2012-12-27
5297,987644,1117.32,2,2016-05-11
5298,67322,336.96,3,2013-01-07
5299,902755,546.24,4,2017-12-18
5300,903622,1458.0,9,2020-04-09
5301,44442,63861.6,992,2020-09-30
5302,36482,95505.0,1520,2020-09-30
5303,903976,256.92,2,2013-10-16
5304,901099,172.56,2,2012-06-28
5305,902015,98.16,1,2012-07-03
5306,903808,374.76,3,2014-10-22
5307,904483,71.46,1,2013-02-07
5308,901094,607.5,3,2012-11-15
5309,943259,99.6,1,2014-07-14
5310,1016,19509.24,125,2020-07-08
5311,42744,505.8,3,2012-08-22
5312,964626,1644.48,4,2016-07-11
5313,901152,925.68,2,2012-06-20
5314,904732,422.16,2,2013-04-22
5315,966053,215.76,2,2013-03-26
5316,945996,992.04,5,2016-02-17
5317,964820,630.42,5,2016-06-23
5318,940835,1081.44,3,2015-04-27
5319,903215,7360.2,40,2020-09-04
5320,989315,576.9,1,2013-06-11
5321,978866,240.24,1,2014-04-23
5322,904650,1644.6,4,2018-04-17
5323,904924,1317.12,3,2012-07-31
5324,10797,149110.26,651,2018-10-15
5325,904961,152.28,2,2013-12-05
5326,100616,810.0,18,2020-05-12
5327,904567,1195.32,7,2019-08-12
5328,227,73978.03,27,2019-10-04
5329,987643,1160.64,3,2015-12-17
5330,901830,333.36,1,2014-03-27
5331,900317,675.52,4,2014-02-27
5332,89234,120735.0,475,2020-09-29
5333,48699,5906.85,102,2019-04-24
5334,933971,683.76,3,2013-10-24
5335,962384,152.88,1,2013-12-30
5336,39725,142560.0,1514,2020-09-24
5337,935600,885.6,4,2017-04-27
5338,964731,267.66,1,2014-09-25
5339,987089,8700.0,1,2015-10-27
5340,901088,333.06,3,2016-02-15
5341,965221,10183.68,33,2020-03-18
5342,900730,160.62,4,2017-07-07
5343,902962,301.44,4,2016-06-27
5344,75165,427668.75,3127,2020-09-30
5345,989159,172.8,1,2015-11-11
5346,905502,8231.52,7,2016-01-13
5347,922366,234.0,2,2019-03-25
5348,901321,257.6,7,2017-03-31
5349,37203,37543.46,315,2018-08-02
5350,36749,16599.1,211,2020-02-20
5351,14495,6495.9,193,2019-02-25
5352,943458,678.24,4,2020-07-16
5353,12863,16867.5,187,2020-09-29
5354,46144,202874.79,2831,2020-09-30
5355,900484,1303.56,9,2017-11-30
5356,959162,256.32,2,2015-10-08
5357,964710,539.16,3,2014-05-08
5358,33647,14766.3,277,2019-01-31
5359,942395,9533.25,50,2020-09-30
5360,72904,203593.5,2235,2020-06-05
5361,902607,173.52,1,2013-12-26
5362,966058,219.12,1,2015-04-13
5363,34759,160256.25,1026,2020-07-03
5364,941332,103.56,1,2015-10-21
5365,977466,4036.5,14,2016-05-25
5366,904596,897.48,6,2018-09-19
5367,904901,756.0,2,2020-03-30
5368,86843,318975.0,3358,2020-09-30
5369,904754,3898.44,9,2017-07-24
5370,902548,143.28,1,2012-11-15
5371,901350,13144.2,39,2020-08-11
5372,901858,497.34,5,2014-12-19
5373,904524,534.24,3,2012-11-06
5374,69586,3452.64,3,2012-11-06
5375,928420,1815.6,10,2019-11-25
5376,903983,165.12,1,2013-11-07
5377,903910,146.52,1,2012-07-17
5378,905096,314.48,6,2018-02-09
5379,903874,283.8,3,2020-09-01
5380,904714,210.96,1,2013-03-14
5381,903848,18.9,1,2012-05-17
5382,901330,10665.6,2,2012-10-30
5383,969703,232.1,2,2015-10-07
5384,940810,540.72,3,2016-03-14
5385,985557,378.0,2,2019-04-08
5386,34154,20155.4,90,2020-09-29
5387,19227,63842.25,494,2020-09-30
5388,933842,118.08,1,2013-10-02
5389,902389,329.4,3,2012-06-04
5390,5555,277407.05,1363,2020-09-30
5391,902382,396.36,5,2013-08-22
5392,902408,105.3,4,2016-10-31
5393,977872,1132.56,9,2018-10-12
5394,901080,664.4,4,2014-06-03
5395,39635,5202.9,278,2020-02-18
5396,39752,43900.01,742,2020-09-30
5397,41222,97.44,1,2012-07-02
5398,935427,2332.8,5,2016-07-18
5399,65559,487.2,2,2013-07-18
5400,81176,264.6,5,2013-04-29
5401,936007,141.84,1,2015-05-18
5402,901255,280.06,3,2013-04-11
5403,942631,4612.92,22,2020-03-09
5404,900006,368.94,6,2017-11-30
5405,904582,426.24,4,2012-12-06
5406,88547,10716.62,123,2019-01-28
5407,44444,170.04,1,2012-02-09
5408,903394,5307.84,13,2020-01-07
5409,8938,220.44,1,2012-05-02
5410,918359,9078.0,2,2015-01-12
5411,941293,310.68,2,2016-02-17
5412,900273,246.24,1,2012-11-15
5413,14513,15243.46,244,2019-03-01
5414,904965,2844.0,23,2019-12-27
5415,988858,245.28,1,2013-09-19
5416,988833,2100.42,5,2017-04-03
5417,65025,20070.48,152,2019-01-17
5418,4780,3922.56,7,2013-01-07
5419,965074,2147.04,12,2020-07-15
5420,972304,1260.0,4,2015-04-20
5421,74060,295.44,1,2012-03-20
5422,54636,84.36,1,2012-02-02
5423,986721,240.12,1,2014-07-30
5424,64940,286.56,1,2012-02-16
5425,942960,208.5,1,2013-01-03
5426,985558,1701.0,9,2019-04-08
5427,901479,98.52,3,2016-06-15
5428,38081,14445.0,406,2019-03-01
5429,902706,324.0,2,2014-02-06
5430,905230,383.4,1,2013-12-11
5431,906596,18600.96,4,2014-10-01
5432,900474,140.04,1,2012-04-27
5433,941413,573.72,2,2012-05-10
5434,27490,926.4,2,2012-05-03
5435,901008,124.32,1,2012-04-27
5436,901400,660.24,5,2017-01-16
